pattern,raw_json_replies
A,"[('1532330332212830208', '😍😁😩☺️❤️😇😎🤪😱💖\n\nidk if ppl understand im being sarcastic when i use these emojis but i am', 'phhalosgf|1389034085297754113', '2022-06-02T11:56:35.000Z')]"
,[]
ABA,"[('1532324641129250816', '@fearlessltommo i was being sarcastic', 'phhskissy|1307342487338573824', '2022-06-02T11:33:58.000Z'), ('1532324560640557057', '@phhskissy yeah just to be disappointed once again', 'fearlessltommo|970323269265117185', '2022-06-02T11:33:39.000Z'), ('1532324365399900161', 'i can’t wait for 1d’s anniversary this year', 'phhskissy|1307342487338573824', '2022-06-02T11:32:52.000Z')]"
ABA,"[('1532322480097878016', '@tylewa98 Oh he was being sarcastic bub 😂', 'hakyuunamatata|1227971488961069057', '2022-06-02T11:25:23.000Z'), ('1532322124848844800', ""@hakyuunamatata I think he should start to think about his health more bc he won't be able to working 24/24 7 days on week. So speaking like he doesn't care with a smile on his face is a little .... I wanna see him happy doing his work but without any overworking.😔 https://t.co/vbbgNPfpj3"", 'tylewa98|2824252219', '2022-06-02T11:23:58.000Z'), ('1532315942725685248', '""I still have some part of my body that\'s available and hasn\'t been used for endorsement 😊 what else do you want? Come throw it at me.""\n\n""It\'s not like I know what it feels like to be tired haha. See I lose some weight cause I\'ve been working too much. Haha 😊""', 'hakyuunamatata|1227971488961069057', '2022-06-02T10:59:24.000Z')]"
,[]
AB,"[('1532320314738151425', '@narendramodi Proof that Modi Ji is Evil as he is trolling and harassing Sonia Gandhi (Antonia Maino Dancer )😵 even in her weak state by being sarcastic like this.\n\nShame on Modi Ji. He is a real MAUT KA SAUDAGAR', 'duhanofficial_|792952566724296705', '2022-06-02T11:16:46.000Z'), ('1532317778723885056', 'Wishing Congress President Smt. Sonia Gandhi Ji a speedy recovery from COVID-19.', 'narendramodi|18839785', '2022-06-02T11:06:42.000Z')]"
ABABABABABACBBBDBBDBDBBDBEBEBEFGFG,"[('1532320044218306560', '@MarkHPearson @SamuelVimes10 @helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg Women don’t need Posie to make them fearful. They are aware of male danger all on their own. But Posie’s English so no idea where she’d get the armed patrol idea.  Maybe she was being sarcastic 🤷🏻\u200d♀️', 'WRobynLeigh|1471604367937650709', '2022-06-02T11:15:42.000Z'), ('1532312751095390208', '@WRobynLeigh @SamuelVimes10 @helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg Yes. As I say the notion of communal loos is anathema to me. I hate them for lots of reasons. And I do get the fear aspect believe me. But deliberately making women fearful is not something I approve of. Posie Parker suggesting armed men to patrol ladies loos, to sell merch 😵\u200d💫👎', 'MarkHPearson|3046412157', '2022-06-02T10:46:43.000Z'), ('1532311263031791616', '@MarkHPearson @SamuelVimes10 @helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg Big fan of the men folk, many men are lovely. But women only spaces are respites from the world of men &amp;\nprecious even if they seem mundane. I think All Bar One improved the wine list and the ladies loos to increase their appeal. We’ll go out of our way for a nice loo!', 'WRobynLeigh|1471604367937650709', '2022-06-02T10:40:48.000Z'), ('1532306149856378881', '@WRobynLeigh @SamuelVimes10 @helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg And absolutely right . The patriarchy allows for horrific treatment of women. No doubt that it is the single most important issue on the planet. Men are everywhere being predators. They don’t need to cosplay.', 'MarkHPearson|3046412157', '2022-06-02T10:20:29.000Z'), ('1532305388091187201', '@MarkHPearson @SamuelVimes10 @helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg But that’s easier for service providers, and maybe you’ve never done a ‘letter to Brezhnev’? Women will march with their feet if they don’t feel safe or comfortable.  Avoiding creepy blokes is an everyday issue.', 'WRobynLeigh|1471604367937650709', '2022-06-02T10:17:28.000Z'), ('1532302563533537280', '@WRobynLeigh @SamuelVimes10 @helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg Yes, great conversation and friends should be the thing. I never got the thing about communal toilets myself. Or changing places. I take your point but society needs to adapt. There s clear evidence that unisex facilities are not a good idea.', 'MarkHPearson|3046412157', '2022-06-02T10:06:14.000Z'), ('1532301302813925378', '@MarkHPearson @SamuelVimes10 @helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg My girlfriends and I used the women only sessions at the spa.  Saunas, steam rooms, jacuzzi etc. They had men only, women only and mixed. There’s a glorious relaxation only achieved in women only spaces. The policy changed and it’s all mixed. We stay in and drink wine instead.🤷🏻\u200d♀️', 'WRobynLeigh|1471604367937650709', '2022-06-02T10:01:14.000Z'), ('1532296029877551106', '@WRobynLeigh @SamuelVimes10 @helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg Yes this situation is not new. The laws governing this aren’t new. But I take your point about camaraderie. Maybe the cafe at the swimming pool. Public toilets of course aren’t really about camaraderie.  Especially as safety is the issue.', 'MarkHPearson|3046412157', '2022-06-02T09:40:16.000Z'), ('1532295254656835585', '@MarkHPearson @SamuelVimes10 @helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg That’s impractical in most leisure centres.  See my earlier point about busy gym classes and changing rooms. And why should we abandon the camaraderie and atmosphere of women only spa and sauna spaces. Share your own spaces, we won’t stop you. 👍', 'WRobynLeigh|1471604367937650709', '2022-06-02T09:37:12.000Z'), ('1532293326262747136', '@WRobynLeigh @SamuelVimes10 @helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg Single stalls. Single occupancy toilets. It not really an anti woman stance it’s pro humanity.', 'MarkHPearson|3046412157', '2022-06-02T09:29:32.000Z'), ('1532272358270148611', '@SamuelVimes10 @MarkHPearson @helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg Men like Mark don’t care because they don’t experience the levels of indecent exposure and sexual harassment or fear of male violence. So they assume women invent this stuff.  They cannot imagine why The Sanctuary was an appropriate name for a women only place.', 'WRobynLeigh|1471604367937650709', '2022-06-02T08:06:13.000Z'), ('1532059653861163009', ""@MarkHPearson @helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg Mark, if we make it law that one is a woman just because one says one is, one could go and get one's cock out in a women's changing room for kicks. People find that disturbing."", 'SamuelVimes10|1034846213751877632', '2022-06-01T18:01:00.000Z'), ('1532050106907754497', ""@helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg You are rendered fearful by false information. Is this a bit clearer, of are you terrified of that which isn't happening in the area of your concern."", 'MarkHPearson|3046412157', '2022-06-01T17:23:04.000Z'), ('1532049771069849603', ""@helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg There are no attacks by trans women in public toilets to warrant a change in the law. 'Insignificant' in statistical and judicial terms' going back to the last century."", 'MarkHPearson|3046412157', '2022-06-01T17:21:44.000Z'), ('1532049378340483074', '@tondoleo_f @helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg Let me help you. ""It\'s men who have access to women when they\'re vulnerable who commit most of the crimes, so we need to solve that by giving male strangers equal access"" Trans women already have that access and have had for decades. Men don\'t.', 'MarkHPearson|3046412157', '2022-06-01T17:20:10.000Z'), ('1532048465957728258', '@MarkHPearson @helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg Nothing I love more than a dim man attempting to patronise me!', 'tondoleo_f|1458798638336032771', '2022-06-01T17:16:33.000Z'), ('1532048036586786828', '@tondoleo_f @helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg Have a read through and if puzzled I can clarify for you.', 'MarkHPearson|3046412157', '2022-06-01T17:14:50.000Z'), ('1532047909629399040', '@tondoleo_f @helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg No responding to you Flavia.', 'MarkHPearson|3046412157', '2022-06-01T17:14:20.000Z'), ('1532047659330060288', '@MarkHPearson @helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg What? Are you responding to someone else by mistake?', 'tondoleo_f|1458798638336032771', '2022-06-01T17:13:20.000Z'), ('1532046861934153729', ""@tondoleo_f @helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg That doesn't make sense. The data is there going back to the last century. There is nothing to back up your claim that there will be if there hasn't been. You understand that, surely? In fact the women being beaten up are other women that the women think might be men"", 'MarkHPearson|3046412157', '2022-06-01T17:10:10.000Z'), ('1532045985374945281', ""@MarkHPearson @helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg That's right, Mark! It's men who have access to women when they're vulnerable who commit most of the crimes, so we need to solve that by giving male strangers equal access. That will work."", 'tondoleo_f|1458798638336032771', '2022-06-01T17:06:41.000Z'), ('1532045261631004674', ""@tondoleo_f @helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg That's certainly who they are being attacked by on a horrifically daily basis. Why are you diverting attention from where the real horror lies. Your uncle and your brother and the friendly man down the street who gives you a nice smile. Perfidious dishonesty!"", 'MarkHPearson|3046412157', '2022-06-01T17:03:49.000Z'), ('1532044841433145347', '@tondoleo_f @helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg I just wondering why you are fear mongering about all this. The recorded attacks by trans women on women in public toilets since they have been legally allowed are such that renders this fear mongering almost for other purposes..', 'MarkHPearson|3046412157', '2022-06-01T17:02:08.000Z'), ('1532044244868911106', ""@MarkHPearson @helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg That's right Mark! If women don't want to be vulnerable around male strangers they just need to stay at home. Women don't need to go out in public at all, unless they're up to no good. You tell them!"", 'tondoleo_f|1458798638336032771', '2022-06-01T16:59:46.000Z'), ('1531604607830528000', '@helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg As far as I know Helen, and this is your area of expertise supposedly but there is no law compelling you to do any such thing is there?', 'MarkHPearson|3046412157', '2022-05-31T11:52:49.000Z'), ('1531604314216710144', ""@MarkHPearson @stellacreasy @HJoyceGender @SexMattersOrg It's not difficult to understand why a woman would object to undressing with male born people with a penis, is it?"", 'helenstaniland|271603436', '2022-05-31T11:51:38.000Z'), ('1531601026888962048', ""@helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg Oh everybody understands you Helen. I don't suppose there is a single reader of your contribution fails to understand you."", 'MarkHPearson|3046412157', '2022-05-31T11:38:35.000Z'), ('1531600496334721024', ""@MarkHPearson @stellacreasy @HJoyceGender @SexMattersOrg I guess you'd have to be rational to understand."", 'helenstaniland|271603436', '2022-05-31T11:36:28.000Z'), ('1531286683530010625', ""@helenstaniland @stellacreasy @HJoyceGender @SexMattersOrg Why would anybody rational want to meet you Helen? When all you do is say the word Penis as many times as you can? It's an obsession that only your husband can explain I guess."", 'MarkHPearson|3046412157', '2022-05-30T14:49:29.000Z'), ('1531030023314018305', ""@stellacreasy @HJoyceGender @SexMattersOrg Well, yes. You have spent all weekend tweeting about this, so to then say that you can't be bothered to meet with 4 or 5 different women's groups - who are all different - will of course lead to people thinking that you aren't really interested in hearing what they say."", 'helenstaniland|271603436', '2022-05-29T21:49:37.000Z'), ('1531014465025716225', '@HJoyceGender @SexMattersOrg Not really tbh - am happy to do a meeting but not going to do multiple ones. Realise this will lead to more grumpiness on here from you but being honest and not unfair to ask you all to work together as do with other issues.', 'stellacreasy|15580900', '2022-05-29T20:47:47.000Z'), ('1531013670448283648', '@stellacreasy Stella, would you like the group I work with - @SexMattersOrg (which you definitely haven’t talked to) - &amp; other groups we talk to, which say they haven’t met you either - to write to your parliamentary address, setting out who we are and what we do? Could resolve your confusion', 'HJoyceGender|1110105054', '2022-05-29T20:44:38.000Z'), ('1530996197040738305', '@HJoyceGender For goodness sake - it’s just disingenuous to say I haven’t met with people involved in these groups and tried to engage with you all or demand that am supposed to know who is in which and be offended it’s a tad confusing …. https://t.co/EEkO108fv6', 'stellacreasy|15580900', '2022-05-29T19:35:12.000Z'), ('1530994509982715905', 'COULD this woman be more offensive! She’s implying Labour Women’s Declaration is the same as Sex Matters (not politically aligned) is the same group as Fair Play For Women (same)! To be clear, she hasn’t met ANY of them. A pathological inability to apologise and admit error https://t.co/qAsuCeefpT', 'HJoyceGender|1110105054', '2022-05-29T19:28:30.000Z')]"
A,"[('1532319650649886722', 'I told my mom to go get her pvc so she can vote for Peter obi next year and she said “is Peter obi running ? Ahan I didn’t know “ 😂😂 I dont even know if she is being sarcastic or not', 'omo_igboo|968143878451875840', '2022-06-02T11:14:08.000Z')]"
,[]
ABAC,"[('1532318421572018177', '@castielmach @tomiwawimot We both know she was being sarcastic, let’s not act dumb here', 'kenny_roi14|1216315437463613441', '2022-06-02T11:09:15.000Z'), ('1532313211231510528', '@kenny_roi14 @tomiwawimot You’re not wrong \nShe also asked a valid question', 'castielmach|743759940477587456', '2022-06-02T10:48:33.000Z'), ('1532299661461037058', '@tomiwawimot One day you’ll get comments like this, and I hope you won’t feel bad about it', 'kenny_roi14|1216315437463613441', '2022-06-02T09:54:42.000Z'), ('1532224342469316610', 'Is that your twitter age? 😁 https://t.co/to1ViPVV6U', 'tomiwawimot|1345132920743321600', '2022-06-02T04:55:25.000Z')]"
A,"[('1532317926451204099', 'Someone will ask you a question with so much innocence, and you seize that moment as an opportunity to mock the person. Talmbout ""I was just being sarcastic"". You see that you\'re not an ok person?', 'Iamgloria_o|1093910512201551872', '2022-06-02T11:07:17.000Z')]"
AB,"[('1532317871053094912', '@myookeigo I thought you were being sarcastic 😭', 'Pengurri|1474390017896189954', '2022-06-02T11:07:04.000Z'), ('1532275236447862786', 'EXACTLY. How did you know about her going to Busan? https://t.co/mqw8mab2To', 'myookeigo|1456807652357730304', '2022-06-02T08:17:39.000Z')]"
ABABA,"[('1532317805688782849', '@sp__900 i was being sarcastic i know how old he is', 'cityofange1s|1337909893999816709', '2022-06-02T11:06:48.000Z'), ('1532317177717596161', '@cityofange1s yh he’s not that old he just looks mad old🤣🤣🤣 he’s normal age for a Junior in college', 'sp__900|1180286309581111297', '2022-06-02T11:04:18.000Z'), ('1532316929159008256', '@sp__900 swearrrrrrr', 'cityofange1s|1337909893999816709', '2022-06-02T11:03:19.000Z'), ('1532316664645181443', '@cityofange1s he’s my age g', 'sp__900|1180286309581111297', '2022-06-02T11:02:16.000Z'), ('1532315704405499911', 'he’s 27 btw https://t.co/58UrdDlPa4', 'cityofange1s|1337909893999816709', '2022-06-02T10:58:27.000Z')]"
,[]
AB,"[('1532314727526940672', ""@CatWill80260765 I hope you're being sarcastic or have been hacked."", 'NAttribution|1485237644422307843', '2022-06-02T10:54:34.000Z'), ('1532309726142337024', 'Time to ban rifles and handguns now.', 'CatWill80260765|1389721826855632898', '2022-06-02T10:34:42.000Z')]"
ABABC,"[('1532313690829119489', '@WorkerBill1 @bennyjohnson Is this satire? Hard to tell when people are being serious or real here sometimes. Hopefully you are being sarcastic.', 'kalitalia|49496575', '2022-06-02T10:50:27.000Z'), ('1532242881364344832', ""@kalitalia @bennyjohnson It's not about the current pandemic, whether you think it was a bat or a lab ... it's about the next crisis. Duh."", 'WorkerBill1|1473815333374816256', '2022-06-02T06:09:05.000Z'), ('1532001867659714561', '@WorkerBill1 @bennyjohnson “Safe” 😂😂😂. People had masks off most of the time to eat and drink. The masks never did anything but virtue signal. 🤦🏽\u200d♀️🤦🏽\u200d♀️🤦🏽\u200d♀️🤦🏽\u200d♀️', 'kalitalia|49496575', '2022-06-01T14:11:23.000Z'), ('1531992622495059973', ""@bennyjohnson Yes, it's about precident so the government can keep it's citizens safe in the future, not get derailed by a psycho minority."", 'WorkerBill1|1473815333374816256', '2022-06-01T13:34:38.000Z'), ('1531992012601409539', 'Biden’s DOJ is now trying to bring back masks on planes.\n\nIt’s all about preserving power for “future pandemics”..  \n\nhttps://t.co/HsTLcOwTPF', 'bennyjohnson|15212187', '2022-06-01T13:32:13.000Z')]"
,[]
ABACA,"[('1532312369174654983', '@cocoskeeper @VikkiPetraitis Yeah and ironically she was making a joke too so it\'s so hard to know intent sometimes here. I\'m REALLY bad at picking up sarcasm here so I do that all the time. People are like, ""JJ, chill. I was just being sarcastic.""😂', 'jj_adler|1329849424072355840', '2022-06-02T10:45:12.000Z'), ('1532311735213883394', '@jj_adler @VikkiPetraitis That’s nice of to say so. I get you’re trying to encourage folks. I sometimes anger folks because I have a silly sense of humor. Twitter, am I right?🤷\u200d♀️😊💜', 'cocoskeeper|1628841746', '2022-06-02T10:42:41.000Z'), ('1532131892169957377', ""@VikkiPetraitis Yeah, didn't mean it that way but I get it. Sorry that it gave you that vibe."", 'jj_adler|1329849424072355840', '2022-06-01T22:48:03.000Z'), ('1532128866177024000', '@jj_adler Laughing at men who look angry, point at me, and tell me to do stuff.', 'VikkiPetraitis|2718921763', '2022-06-01T22:36:01.000Z'), ('1532008159090450432', ""Get out there and live with intent!\n\nYeah, I'm talkin' to you!\n\nWhat's the one thing you're doing today to achieve your best life? https://t.co/FpJ6jwZXkb"", 'jj_adler|1329849424072355840', '2022-06-01T14:36:23.000Z')]"
,[]
AB,"[('1532310535299014656', ""@CowenBarry I genuinely don't understand why you need to go to the EU for this? I'm not being sarcastic. If ESB is semi-state and I assume Ireland is still a sovereign nation within a larger EU framework. Why can't the government that you are part of not do something about this?"", 'DamienO00166784|1503814297595564033', '2022-06-02T10:37:55.000Z'), ('1531606768907952129', 'Apart from insisting EU Commision investigate Irish Wholesale Energy Market I’m calling on Govt to set up expert review group where terms of ref would challenge roles to date of dominant players, Eirgrid &amp; CRU. Prices well in excess of Euro averages cannot be further ignored. https://t.co/SMCwWubCpQ', 'CowenBarry|432054563', '2022-05-31T12:01:24.000Z')]"
ABC,"[('1532308617667526658', '@BearJuma @TheGoodLiars I’m sure you probably didn’t understand that he was being sarcastic', 'jayJ_salinas|528985894', '2022-06-02T10:30:18.000Z'), ('1531300069001109504', ""@TheGoodLiars Our thoughts and our prayers will stop these mass shootings, are you serious? Do you listen to yourself? Did you know that England has a law against guns, only their swat and military are allowed to have a a gun. Police officers don't wear a gun. Think before preach"", 'BearJuma|1082040076350173187', '2022-05-30T15:42:41.000Z'), ('1531019935308304386', 'We spoke directly to Wayne LaPierre at the NRA Convention and thanked him for all his thoughts and prayers. https://t.co/EfdDrgD4Af', 'TheGoodLiars|1322678960', '2022-05-29T21:09:32.000Z')]"
A,"[('1532307657364742145', ""Fyodor: We need more help. Maybe I should call my friends.\n\nNikolai: ... Your what?\n\nFyodor: My friends.\n\nSigma: Are they saying “friends”?\n\nBram: I think they're being sarcastic.\n\nFukuchi: No, no, no, this is delirium, they've cracked from being awake all night. Hey, fyodor! +"", 'not_gogol|1530079787372449794', '2022-06-02T10:26:29.000Z')]"
ABC,"[('1532306791530303488', ""@tha_groucho @BernieSanders What a short-sighted, rubbish thing to say. I hope you're being sarcastic or a troll. Can the homeless live with you?"", 'Doc58856939|1149740160310841346', '2022-06-02T10:23:02.000Z'), ('1532131394922729472', '@BernieSanders So, do i have a right to live in your house? 😊 when can I move in? would love my standard of living to finally be decent.', 'tha_groucho|195916493', '2022-06-01T22:46:04.000Z'), ('1532127349885521922', ""In a democratic society, all people have the right to have a decent standard of living. It's that simple."", 'BernieSanders|216776631', '2022-06-01T22:30:00.000Z')]"
A,"[('1532306295621304320', ""i hope a certain coworker at my fairly new job isnt working tmr... we were getting along fine then suddenly the next day she's shaking her head and being sarcastic. i hate it when white ppl r sarcastic w me. uve worked here for years i havent im gonna make mistakes ok just RELAX"", 'kopikommie|1110802343618965504', '2022-06-02T10:21:04.000Z')]"
A,"[('1532306091853242368', ""If people didn't catch that he's actually being sarcastic then bruh, you're so...✨slow✨"", 'hakyuunamatata|1227971488961069057', '2022-06-02T10:20:15.000Z')]"
ABCDE,"[('1532306079899693056', '@Nenye76071789 @PlATlN0 @kvng_fay @jayythedope @dallasvenn I hope you are being sarcastic.\nIf not, remove peter Obi from your Avi before you drag him down with you.', 'Primedacrime|2223058578', '2022-06-02T10:20:12.000Z'), ('1532299686685683713', '@PlATlN0 @kvng_fay @jayythedope @dallasvenn 1. The duty of a woman is to be a help mate to her Man, support and Procreate.\n\n2. She brings Fork and Knife to the table.', 'Nenye76071789|1392052763517927427', '2022-06-02T09:54:48.000Z'), ('1532281152588988416', ""@kvng_fay @jayythedope @dallasvenn Okay Ma'am I got a few questions\n1. If that is all duties of men then what are the duties of women?\n\n2. You said something about a man providing money for the woman lol he is shagging ok what will the woman bring to the table in return?"", 'PlATlN0|1246003113674276865', '2022-06-02T08:41:09.000Z'), ('1532272720037158914', '@jayythedope @dallasvenn It’s a man’s duty to provide for his family including wife and kids. It’s also his duty to take care of the woman he is shagging constantly..the one he claims he love\nNow if she does all these things herself with no help, then she is strong and independent.', 'kvng_fay|829541570596786177', '2022-06-02T08:07:39.000Z'), ('1532269550225481730', 'Imagine a man claiming to be an independent man, you see how stupidd it looks? That’s how stupidd it looks when I see a woman say “I’m an independent woman”. I mean, you’re an adult, it’s your duty to take care of yourself, so you’re just doing the norms. Nothing special.', 'jayythedope|1448745376324915203', '2022-06-02T07:55:03.000Z')]"
ABC,"[('1532304949790449664', ""@SrShivii @mademoi68729735 Nah from the way he's saying he's being sarcastic about it 😂"", 'hakyuunamatata|1227971488961069057', '2022-06-02T10:15:43.000Z'), ('1532301837621243904', ""@mademoi68729735 Does this means he got a presenter/ambassador job for shoes. Which I've been praying for since 2020 to see him promote something like Fila"", 'SrShivii|934456202439802880', '2022-06-02T10:03:21.000Z'), ('1532301368375005188', 'YOU DONT NEED GLASSES, DONT ENDORSE GLASSES BROOOO https://t.co/q7XH6R5rnJ', 'mademoi68729735|1251825523325636608', '2022-06-02T10:01:29.000Z')]"
ABC,"[('1532303332848586752', '@EdStephens11 @jmvasquez1974 Killing Russian invaders that are killing your people and destroying your country vs. an animal minding its own business. I see the comparisson you are making between these two being so similar. (Sarcastic font off)', 'BertieFigueres|3364098473', '2022-06-02T10:09:18.000Z'), ('1532163940393725952', '@jmvasquez1974 This is the strange curiosity about human beings. Killing Russians = ok, killing a wild pest = not ok. Nothing wrong with a bit of pest control, on both counts.', 'EdStephens11|2514139746', '2022-06-02T00:55:24.000Z'), ('1532127625052921856', 'Robert was nice enough to take me hog hunting from a helicopter today. It was pretty awesome https://t.co/7onoiR4itQ', 'jmvasquez1974|1496985907139956741', '2022-06-01T22:31:06.000Z')]"
,[]
ABAB,"[('1532301845292523521', ""@tejasswixriya Yaa i was just being sarcastic don't take personally if u felt like that i forgot to add the emoji '😂'"", 'DivyaMestry3101|1487497657203720193', '2022-06-02T10:03:23.000Z'), ('1532300573176999936', ""@DivyaMestry3101 I have stopped giving back 🙂\n\nI am deleting all those replies coz it's irrelevant."", 'tejasswixriya|1520637191697092611', '2022-06-02T09:58:20.000Z'), ('1532300377349140480', '@tejasswixriya Block urself half of the time i see u bringing it on the TL \nPS. I ignore it bcz i believe u give back with alot of facts', 'DivyaMestry3101|1487497657203720193', '2022-06-02T09:57:33.000Z'), ('1532296639011966977', 'Finally I am going to block all the people bringing negative tweets on my TL  ✌️', 'tejasswixriya|1520637191697092611', '2022-06-02T09:42:42.000Z')]"
AB,"[('1532300280527609856', '@governorswaraj I hope you are being sarcastic sir.', 'Sangeeta190909|1532267191772774400', '2022-06-02T09:57:10.000Z'), ('1532105242846052352', 'Johnny Depp Vs Amber Heard - I am shocked at the verdict in the case. In India, Johnny Depp would have been hanged at least twice if not more. #JohnnyDepp', 'governorswaraj|993898951978827776', '2022-06-01T21:02:09.000Z')]"
AB,"[('1532300076898562051', '@escevasion Why do I feel like you are being sarcastic😭😭😭', 'Not_Bakasta|1346153579984400387', '2022-06-02T09:56:21.000Z'), ('1532213665717362688', ""love him sm, i was wrong about him, he easily is one of my favorite characters now, the way he blossomed into what he is now def one of my favorite character journeys theres still so much potential can't wait to see him reach his peak #esctog https://t.co/p3OtZXE1qy"", 'escevasion|1340895688293404672', '2022-06-02T04:12:59.000Z')]"
AB,"[('1532297787815055360', ""@VivekSrkian33 Can't tell if you're being serious or sarcastic"", 'timothyislob|715925454562131969', '2022-06-02T09:47:15.000Z'), ('1532279520434171904', ""This has been edited. Shame on you for making fun of the LGBTQ community like this. The LGBTQ community doesn't require our support through such sick jokes that mock them https://t.co/bcmWoaFlrj"", 'VivekSrkian33|848688646400221189', '2022-06-02T08:34:40.000Z')]"
AB,"[('1532297685616586752', ""@ARanganathan72 @zoo_bear Unless you are being sarcastic, you've lost it. This guy needs to be reigned in &amp; all's fair in this unequal war."", 'passerbyview|929624706', '2022-06-02T09:46:51.000Z'), ('1532230320141238273', 'He has abused and spread fake news about me in the past, he slandered me just two days ago, and what he did to my friend Nupur is dastardly, but curtailing his free speech and filing an FIR against @zoo_bear for calling someone a Hatemonger is unacceptable.\n\nI stand with Zubair.', 'ARanganathan72|1344897174', '2022-06-02T05:19:10.000Z')]"
AA,"[('1532297634911858688', 'Lmao I’m being sarcastic but this is hilarious “celebrities you didn’t know were gay” with Frankie Grande who has always been open and proud about who they are and they literally got married not long ago! 😂😂 ALSO THAT PICTURE 😂', 'sanawhich93|47986901', '2022-06-02T09:46:39.000Z'), ('1532297360650424321', 'Shit Omg did you lot know??!!!!! https://t.co/rBjSCrs6AS', 'sanawhich93|47986901', '2022-06-02T09:45:34.000Z')]"
AB,"[('1532295350689603586', ""@CommissionerKhi I hope you're being sarcastic"", 'saqibspen|719824738978148352', '2022-06-02T09:37:34.000Z'), ('1187635881387143168', 'Another use of the tree trunk to beautify the city https://t.co/Pl9zq57DpX', 'CommissionerKhi|4785205041', '2019-10-25T07:43:53.000Z')]"
ABCDEF,"[('1532291738483707905', ""@NdimUVuyo @cckiestorhlucas @Nwabe2 @Tonyvanminn @DawieScholtz I think he's being sarcastic 😂"", '_reekee|1323501449561677824', '2022-06-02T09:23:13.000Z'), ('1532274880451846144', '@cckiestorhlucas @Nwabe2 @Tonyvanminn @DawieScholtz No. We need the EFF.', 'NdimUVuyo|1445809094200152065', '2022-06-02T08:16:14.000Z'), ('1532259385128497152', '@Nwabe2 @Tonyvanminn @DawieScholtz Kanti ayifanga iEFF?', 'cckiestorhlucas|2164914948', '2022-06-02T07:14:40.000Z'), ('1532253415354646528', '@Tonyvanminn @DawieScholtz Eff moved them from second to third, viva eff.', 'Nwabe2|983281466493820928', '2022-06-02T06:50:56.000Z'), ('1532249411111247872', '@DawieScholtz Dawie what are your thoughts on the performance of ActionSA in Soweto', 'Tonyvanminn|925048488', '2022-06-02T06:35:02.000Z'), ('1532245987313459202', ""The insults and chest pains on he TL are at a next level this morning. 😂😂😂 \n\nIt's a long way to 2024. Pace yourselves, folks."", 'DawieScholtz|263527950', '2022-06-02T06:21:25.000Z')]"
