pattern,raw_json_replies
ABABABABABABABABABBCBDBDEF,"[('1534191692688941057', ""@HassanC2244 And good luck on your rebuild dude. And trade Beal somewhere. You and I know that he's miserable there. Hope your team finally gets pass the first round in, maybe, I don't know, this decade? 🤝. Anyways, I'm being sarcastic. But seriously,  good luck to you too!"", 'AsFarizICanSee|926216147124420608', '2022-06-07T15:12:58.000Z'), ('1534189652214747136', '@AsFarizICanSee You’re a fan bro, and it’s cool. Keep on defending Steph and calling people haters if they say anything you perceive as negative 🤝 good luck against the Celtics', 'HassanC2244|1461036017042038785', '2022-06-07T15:04:51.000Z'), ('1534187562050342918', ""@HassanC2244 Lmao what? I've never said that I'm not a fan. My point completely flew over your head apparently. Just because I'm a fan, doesn't mean that I'm biased and doesn't know anything about ball. Plus you were discrediting Steph over KD, so no matter what you say, you were hating Steph"", 'AsFarizICanSee|926216147124420608', '2022-06-07T14:56:33.000Z'), ('1534184960478814211', '@AsFarizICanSee Perceive? You have dubnation on your Twitter account 🤦\u200d♂️ and that’s why you’re a fan, because you call me a Steph “hater” fans always use that line when any argument goes against them. But you’re not a fan right? Just a dubnation fan 🥴', 'HassanC2244|1461036017042038785', '2022-06-07T14:46:13.000Z'), ('1534184224655216640', ""@HassanC2244 (2/2) And we don't put down KD, we argue on the side of Steph. The media is biased against him, and those arguments put KD above him as the denominator. He kinds of been the constant point of his hater, that he needed him and that his rings are worthless, because of KD."", 'AsFarizICanSee|926216147124420608', '2022-06-07T14:43:17.000Z'), ('1534177142153650176', '@AsFarizICanSee No, it’s because you talk like a fan. I’m a wizards fan and have no dog in this fight. I don’t get why Steph fans like you need to put down kd to make Steph look better. Makes zero sense. Every excuse you say about KD you could say about Steph.', 'HassanC2244|1461036017042038785', '2022-06-07T14:15:08.000Z'), ('1534175228976193538', ""@HassanC2244 But sure, if winning a Twitter discussion is so importantto you, then I guess I'll give it to you. Good day to you too! 🤗"", 'AsFarizICanSee|926216147124420608', '2022-06-07T14:07:32.000Z'), ('1534171516522352640', '@AsFarizICanSee Please stop talking basketball, you’ve embarrassed yourself enough. Good day sir', 'HassanC2244|1461036017042038785', '2022-06-07T13:52:47.000Z'), ('1534171290143100928', ""@HassanC2244 Bruh I know moody was the 14th pick. What does that have to do with Steph? They lost the play in, hence the 14th pick. And I have more basketball knowledge in my finger than you have in your whole body. Just because you're throwing cheap shots doesn't mean you're right."", 'AsFarizICanSee|926216147124420608', '2022-06-07T13:51:53.000Z'), ('1534169506540662785', '@AsFarizICanSee Uhhh you were right about one thing you are an idiot. You’re aware they had TWO picks and selected moody with their SECOND LOTTERY PICK. Stop talking basketball seriously you’re not qualified smh', 'HassanC2244|1461036017042038785', '2022-06-07T13:44:48.000Z'), ('1534168954754568192', '@HassanC2244 LMAO THEY TRADED FOR THE 7TH PICK. And you called me the idiot 😂. And yes, like I said before, dude carried the likes of Brad Wannamaker, Mychal Mulder and Kent Bazemore to the play in, dropping 37 and 39 in those games. You excuse KD for getting no help, but not Steph? OK...', 'AsFarizICanSee|926216147124420608', '2022-06-07T13:42:36.000Z'), ('1534162573238706176', '@AsFarizICanSee You keep mentioning Steph as he’s had to carry a team etc but remind me how the warriors did last season when he had to “Carry a team” didn’t they end up with a lottery pick 😂😂😂😂', 'HassanC2244|1461036017042038785', '2022-06-07T13:17:15.000Z'), ('1534160312962023427', ""@HassanC2244 And you are right. He averaged 30, Russell averaged 27, so why did they went 1-4? Because they played heavy iso. Nice for your stat, but bad for your team's success, hence his failure to reach the finals after 2012 before he joined Steph. You kind of proofed my point there"", 'AsFarizICanSee|926216147124420608', '2022-06-07T13:08:16.000Z'), ('1534153212416098306', '@AsFarizICanSee No, I mean the 2012 finals where KD averaged 30 ppg on 55% from the field and 39% from 3. Please if you’re going to lie do it to someone who doesn’t know basketball idiot.', 'HassanC2244|1461036017042038785', '2022-06-07T12:40:03.000Z'), ('1534054710960791552', ""@HassanC2244 You mean the 2012 finals? Where KD shot 28% from three? But I thought KD was elite, and it doesn't matter who shoots around him? And why do you think Klay thrives under Curry? It's the system that is built specifically because they have Curry. He's the only reason that worked."", 'AsFarizICanSee|926216147124420608', '2022-06-07T06:08:39.000Z'), ('1534014195989155840', '@AsFarizICanSee Yes, it also helps playing alongside Klay who’s considered a top 5 shooter. Why can’t people comprehend what shooting around a player like KD does? Casuals smh', 'HassanC2244|1461036017042038785', '2022-06-07T03:27:39.000Z'), ('1534012464848719872', ""@HassanC2244 @Smokeonecards @joshuabujosa @durantmuse @statmuse Lmao he averaged more because without Steph, the motion offense is less deadly, hence more isolated. That's why his scoring averages increased. He played heavy iso, something that could work in the regular season, but falter in the playoffs when teams defense adjusts"", 'AsFarizICanSee|926216147124420608', '2022-06-07T03:20:46.000Z'), ('1533975287867777025', '@Smokeonecards @joshuabujosa @durantmuse @statmuse Except that year he led his team to the finals. He’s definitely better than curry, but had to play alongside Russ while Steph played in a system alongside a top 5 shooter and defender. See what happens when kd played with Klay and that team with no Steph? 🥴🥴🥴🥴 https://t.co/MarRc9VEFD', 'HassanC2244|1461036017042038785', '2022-06-07T00:53:03.000Z'), ('1533968734557290496', '@Smokeonecards @joshuabujosa @durantmuse @statmuse If you’re going to say something about numbers at least have the decency to say in the regular season or playoffs \n\nAlso, wow you’re a genius playing alongside 2 top 5 shooters and draymond made life easier 😲😲😲😲😲😲😲😲', 'HassanC2244|1461036017042038785', '2022-06-07T00:27:00.000Z'), ('1533966888144777216', '@HassanC2244 @joshuabujosa @durantmuse @statmuse But 1 clearly is look at kds percentages before and after he was a warrior. Did you know he never shot over 40% from 3 before being a warrior... did you know he shot 28% the year before he switched teams.. Durant is almost 8 inches taller and still averaged less with a worse team', 'Smokeonecards|1287146401755836417', '2022-06-07T00:19:40.000Z'), ('1533864764623015938', '@joshuabujosa @durantmuse @statmuse Agreed so let’s stop trying to act like one is clearly better than the other 🤝', 'HassanC2244|1461036017042038785', '2022-06-06T17:33:52.000Z'), ('1533864469029437440', ""@HassanC2244 @durantmuse @statmuse LMAOOOO I won't make a excuse for 16 he had a good series in 19 scoring wise efficiency had a clear drop off which is not abnormal in the finals and happens to literally every star"", 'joshuabujosa|4820065055', '2022-06-06T17:32:41.000Z'), ('1533831756473942017', '@joshuabujosa @durantmuse @statmuse So what was Steph’s excuse for missing the playoffs last year? Or for playing bad in the finals in 16 and 19? Not a kd or Steph fan just over people going after KD', 'HassanC2244|1461036017042038785', '2022-06-06T15:22:42.000Z'), ('1533827101505339392', ""@durantmuse @statmuse Bro most of the times KD got doubled it wasn't hard doubles KD just played bad stop trying to make excuses there is no excuse to have a showing like that when ur top 20 all time"", 'joshuabujosa|4820065055', '2022-06-06T15:04:12.000Z'), ('1533800124920504321', ""@statmuse Now let's use warriors logic and show the possessions that Kevin Durant was doubled vs the possions Steph was doubled."", 'durantmuse|1325196131077419008', '2022-06-06T13:17:01.000Z'), ('1533799619628392449', 'KD vs BOS              Steph vs BOS\n26.3 PPG                31.5 PPG\n38.6 FG%               45.7 FG%\n33.3 3P%                46.2 3P%\n\nSteph had as many threes in Game 1 as KD did in 4 games vs the Celtics. https://t.co/DJXn8twCBd', 'statmuse|2772543750', '2022-06-06T13:15:00.000Z')]"
ABCD,"[('1534191047005327363', '@TTLT74 @MamaByChoice97 @SenateGOP I thought you were being sarcastic… 😳', 'BertSaysWoof|343546234', '2022-06-07T15:10:24.000Z'), ('1533912415129174016', '@MamaByChoice97 @SenateGOP Our country has unlimited natural resources, some people just don’t get that. 🙄', 'TTLT74|1518734620442959872', '2022-06-06T20:43:13.000Z'), ('1533911254863122434', '@SenateGOP That so? What’s your great plan? We’ll wait … https://t.co/ZD8M0Snm1M', 'MamaByChoice97|1239194454088654849', '2022-06-06T20:38:36.000Z'), ('1533910811843903489', 'Democrats’ only plan to tackle high gas prices is to tell Americans they should buy electric vehicles.', 'SenateGOP|14344823', '2022-06-06T20:36:50.000Z')]"
ABC,"[('1534190254210564100', '@mannythehitman @SaitamaRelative Manny he was being sarcastic😂😂', 'ajcartel_17|1389337717952090125', '2022-06-07T15:07:15.000Z'), ('1534188524890734596', '@SaitamaRelative @ajcartel_17 Soon bro 🤞', 'mannythehitman|1395073326947655682', '2022-06-07T15:00:22.000Z'), ('1534183938775654400', ""#saitama $saita i am seeing success in terms of airdrop...i haven't recieved airdrop on my 4 wallets yet... @ajcartel_17 i am angry... I am gonna start a utube channel and fud Saitama..come with me..we will both dump our bags to shake prices...oh wait...our tokens worth trash 😜"", 'SaitamaRelative|1285109112', '2022-06-07T14:42:09.000Z')]"
ABABCBD,"[('1534190068822319105', ""@BAZIKKKK @Obama_prismm @HappyPower Ik you're being sarcastic, but if you're gonna be annoying, at least spell properly so you don't make yourself look stupid"", 'AxolotlSimp|1188974206320594946', '2022-06-07T15:06:30.000Z'), ('1533965710619181058', '@AxolotlSimp @Obama_prismm @HappyPower Mb man, I’m deeply sorry my grammar wasn’t corrected as I am a fast Typer. I’ll make sure this does not occur again', 'BAZIKKKK|1424479186459181056', '2022-06-07T00:14:59.000Z'), ('1533965014444417031', '@BAZIKKKK @Obama_prismm @HappyPower Did* https://t.co/XFJ1z2ui4D', 'AxolotlSimp|1188974206320594946', '2022-06-07T00:12:13.000Z'), ('1533897459839164416', '@Obama_prismm @HappyPower I do', 'BAZIKKKK|1424479186459181056', '2022-06-06T19:43:47.000Z'), ('1533888502701735939', '@BAZIKKKK @HappyPower Who asked?', 'Cactushatt|1509629388358406151', '2022-06-06T19:08:11.000Z'), ('1533877073722343424', '@HappyPower This doesn’t change the fact that Fortnite is dogshit', 'BAZIKKKK|1424479186459181056', '2022-06-06T18:22:47.000Z'), ('1533862667345178624', 'Like for a Cool Animation! (Only works on certain devices) #WWDC22', 'HappyPower|2569932542', '2022-06-06T17:25:32.000Z')]"
AB,"[('1534188392359071745', '@Mandyhawk19 Legit thought it was a fire and you were being sarcastic at first 🙃 (I need more sleep/coffee)', 'Ericka_A_McFee|2550450176', '2022-06-07T14:59:51.000Z'), ('1534120233899905028', 'Sunrise is Gorgeous this morning https://t.co/PMqG5mhIcv', 'Mandyhawk19|769999026', '2022-06-07T10:29:00.000Z')]"
,[]
,[]
ABAC,"[('1534187342923284481', ""@Nya430 @FLKDayton Yeah I was being sarcastic.  Like when the cops yell STOP RESISTING while you're in a chokehold."", 'Semlo2017|819297474699477014', '2022-06-07T14:55:41.000Z'), ('1534018695202234371', '@Semlo2017 @FLKDayton How was she supposed to calm down the was a knee in her fucking neck.. you would be fighting like hell too', 'Nya430|1521172514436702210', '2022-06-07T03:45:32.000Z'), ('1533920392611606528', '@FLKDayton I wish the audio was available.  I\'m sure the officers are telling her to, ""Calm down!""', 'Semlo2017|819297474699477014', '2022-06-06T21:14:55.000Z'), ('1533742102303080448', ""Miami Police Officer charged after video emerges showing him kneeling on a pregnant woman's neck, tasing her in the stomach twice. She miscarried shortly after. Officer lied in his report and fabricated events that never occurred, charging her with Battery https://t.co/nMjzAhvRyT"", 'FLKDayton|1499108545601720323', '2022-06-06T09:26:27.000Z')]"
ABC,"[('1534186773059776513', '@PopeProduces @ThomasEWoods Good Guy- i was assuming he was being sarcastic.  But it is good to be reminded of the evil ideas of corrupted central planners', 'tumblingit|2395506185', '2022-06-07T14:53:25.000Z'), ('1534147484808773633', ""@ThomasEWoods I, too, am confused why people keep referring to some behind the curtain depopulation agenda.\n\nI just don't see it ..."", 'PopeProduces|424054876', '2022-06-07T12:17:18.000Z'), ('1534146931802664963', ""These people aren't deranged at all https://t.co/ZLcmU8ZTfs"", 'ThomasEWoods|134360868', '2022-06-07T12:15:06.000Z')]"
ABBABABACACACDCDCBCBE,"[('1534186721122095104', '@SeBass52 @boom80517 @PatSwan95 @danorlovsky7 I was being sarcastic with wins is a qb stat obviously you didn’t catch on to that.   I never once claimed thielen was better then Godwin, I think they are really close actually, but Jefferson and thielen are superior to Godwin/evans which you claimed the opposite', 'jphillips0808|1372337875421831172', '2022-06-07T14:53:12.000Z'), ('1534023197921841153', '@jphillips0808 @boom80517 @PatSwan95 @danorlovsky7 So how again was Theilen better than Godwin outside of being a redzone target? Less catches and yards than Godwin last two years lol', 'SeBass52|1669343845', '2022-06-07T04:03:25.000Z'), ('1534022304115707904', '@jphillips0808 @boom80517 @PatSwan95 @danorlovsky7 Winning is actually a team stat. Did Case Keenum or Stefon Diggs win the Minneapolis miracle? Quick answer: Diggs if anyone gets the credit', 'SeBass52|1669343845', '2022-06-07T03:59:52.000Z'), ('1534008521917882368', '@SeBass52 @boom80517 @PatSwan95 @danorlovsky7 Man I thought winning was only a quarterback stat I guess now it’s a receiver stat.   It’s ok to be wrong it’s time to just let it go now', 'jphillips0808|1372337875421831172', '2022-06-07T03:05:06.000Z'), ('1534005400684662784', '@jphillips0808 @boom80517 @PatSwan95 @danorlovsky7 Must be nice to always be losing for those garbage yards tho. Situational thinking is hard.', 'SeBass52|1669343845', '2022-06-07T02:52:42.000Z'), ('1534004670460579840', '@SeBass52 @boom80517 @PatSwan95 @danorlovsky7 So was thielen', 'jphillips0808|1372337875421831172', '2022-06-07T02:49:48.000Z'), ('1534004120348241922', '@jphillips0808 @boom80517 @PatSwan95 @danorlovsky7 And Godwin was hurt part of those two years lol', 'SeBass52|1669343845', '2022-06-07T02:47:37.000Z'), ('1533993323521888260', '@boom80517 @PatSwan95 @SeBass52 @danorlovsky7 Last two years. Thielen &amp; Jefferson.    337 4467 41.   Goodwin &amp; evans. 307 3984 31.   Your right it’s not even close', 'jphillips0808|1372337875421831172', '2022-06-07T02:04:43.000Z'), ('1533977934142312449', '@jphillips0808 @PatSwan95 @SeBass52 @danorlovsky7 The only position group that the Vikings are better in is RB and even that is close. Godwin Evans and Gage are better than JJ Thielen and Osborne and the Bucs have better depth options. The TE room is better too. Thielen from 4 years ago, maybe I agree with you', 'boom80517|974073845681410053', '2022-06-07T01:03:34.000Z'), ('1533977053325762560', '@boom80517 @PatSwan95 @SeBass52 @danorlovsky7 I think you are the only one who thinks this', 'jphillips0808|1372337875421831172', '2022-06-07T01:00:04.000Z'), ('1533974763558903811', ""@jphillips0808 @PatSwan95 @SeBass52 @danorlovsky7 Lol you guys need to relax. I'm acknowledging they're good just saying I think the Bucs are better. That's not even a hot take"", 'boom80517|974073845681410053', '2022-06-07T00:50:58.000Z'), ('1533973364406202368', '@boom80517 @PatSwan95 @SeBass52 @danorlovsky7 You’ve never heard of Adam thielen apperently, not to mention cook is way better then all of the bucks running backs!!!', 'jphillips0808|1372337875421831172', '2022-06-07T00:45:24.000Z'), ('1533929037713874951', ""@PatSwan95 @SeBass52 @danorlovsky7 I mean are you really taking offense to that? Fine he's better lol but Evans AND Godwin are both pretty damn good themselves was all my point. I am not a Bucs fan by any means. But there's no way thielen is better than Godwin at this point. It's not even close my dude"", 'boom80517|974073845681410053', '2022-06-06T21:49:16.000Z'), ('1533922958737031168', '@boom80517 @SeBass52 @danorlovsky7 You sound like a Buccs fan. Because using “probably” referring JJ being the best of the group is crazy it’s not a debate no one debates JJ is much better than all of them', 'PatSwan95|1490778462042345472', '2022-06-06T21:25:06.000Z'), ('1533917123331899398', ""@PatSwan95 @SeBass52 @danorlovsky7 JJ is probably the best WR of the group but Evans and Godwin are a better duo and frankly the depth for the Bucs across the board is much better. Everyone expects Gronk back. They still have Brate. I don't mean any disrespect to Minnesota, they're a good group for sure"", 'boom80517|974073845681410053', '2022-06-06T21:01:55.000Z'), ('1533915210347585538', '@boom80517 @SeBass52 @danorlovsky7 Jefferson and Thielen&gt; Evans and Godwin. Cook&gt;Fournette , and isn’t Gronk retired? Pretty similar offenses with the Buccs just having a better QB.', 'PatSwan95|1490778462042345472', '2022-06-06T20:54:19.000Z'), ('1533798910568939521', '@SeBass52 @danorlovsky7 No way man. Tampa is easily #1 after that I would argue Arizona #2 after that it\'s a mixed bag. I personally like Philly but no team is ""clearly"" better than the others IMO', 'boom80517|974073845681410053', '2022-06-06T13:12:11.000Z'), ('1533794038096314375', '@boom80517 @danorlovsky7 I would say LAR and Min are Def 1 and 2. Hard to argue that. You could almost say Min is 1 if Odell doesn’t comeback to LA.', 'SeBass52|1669343845', '2022-06-06T12:52:49.000Z'), ('1533790184336240641', '@SeBass52 @danorlovsky7 Easily best in the NFC right. Cardinals are clear #2', 'boom80517|974073845681410053', '2022-06-06T12:37:31.000Z'), ('1533785576712941568', '@danorlovsky7 No Tampa? Evans, Godwin, Gage, Fournette, Gronk and Brate?', 'SeBass52|1669343845', '2022-06-06T12:19:12.000Z'), ('1533775977717067778', 'Top 5 skill groups (QB not included-WR/TE/RB)\n\n1-Cincy\n2-raiders\n3-chargers\n4-bills\n5-Mia \n\nPitt and KC right there\n\n1-rams\n2-Minn\n3-NO\n4-Philly\n5-SF\n\nCar and wash right there', 'danorlovsky7|322826289', '2022-06-06T11:41:03.000Z')]"
A,"[('1534186717418295296', ""i don't think anyone would believe you're being sarcastic."", 'hcrrcrs|1533803102100389889', '2022-06-07T14:53:11.000Z')]"
ABCDBABEF,"[('1534185775230853120', '@llaffer2 @13th_story @TheRogueX Apologies for my response then, I misread your post and thought you were being sarcastic.', 'BooDooPerson|14951588', '2022-06-07T14:49:27.000Z'), ('1534184122511462401', '@13th_story @TheRogueX @BooDooPerson I\'m saying it\'s not good in 2022, agreeing with the original sign\'s cross out that replaces ""staffing"" with ""wage"" for the type of problems they have.', 'llaffer2|39312916', '2022-06-07T14:42:53.000Z'), ('1534177536208404480', '@TheRogueX @llaffer2 @BooDooPerson Is Jesse saying that $13/hr is good? Not how I read that tweet', '13th_story|822990402978512898', '2022-06-07T14:16:42.000Z'), ('1534173924359081987', '@llaffer2 @BooDooPerson I like how you assume that the only people getting jobs at Sonic are kids looking for their first job. Says loads about your insistence that $13/hr is a good wage.', 'TheRogueX|373863186', '2022-06-07T14:02:21.000Z'), ('1534171904613007361', ""@BooDooPerson I haven't.  Though the QT a block down is saying they are hiring at $19/hr, so if I was a kid looking for a first job, I wouldn't be looking at Sonic based on what they are advertising."", 'llaffer2|39312916', '2022-06-07T13:54:20.000Z'), ('1534171441410760705', ""@llaffer2 Have you actually applied for the Sonic job? For a lot of food service those signs are bait-and-switch to get people in the door, they don't actually pay you that rate."", 'BooDooPerson|14951588', '2022-06-07T13:52:29.000Z'), ('1534170686138335232', '@TheAscendedLynx @Kotaku My local Sonic Drive-Thru had as similar sign on each of the carports.  ""Due to staffing issues, blah blah.""\n\nThe carport that I was in had ""staffing"" crossed out and replaced with the hand-written word ""wage"". :) \n\nNext to it was a sign saying they are hiring $13/hr.  Yup. Wages', 'llaffer2|39312916', '2022-06-07T13:49:29.000Z'), ('1534169921470484481', '@Kotaku Same energy https://t.co/OVLwFWNLKu', 'TheAscendedLynx|1201895841486790661', '2022-06-07T13:46:27.000Z'), ('1534169380661108739', 'Overworked GameStop employees walk out, tell gamers to shop elsewhere: https://t.co/lWh4NUahps https://t.co/dC1FkLwaAB', 'Kotaku|11928542', '2022-06-07T13:44:18.000Z')]"
,[]
ABC,"[('1534184442469679107', ""@GrayMan35519484 @realalphaclass I'm hoping, your being sarcastic, they're not, weapons of war, none of what you just said, made sense."", '4524Janice|1429773822388056066', '2022-06-07T14:44:09.000Z'), ('1534183817145200640', ""@realalphaclass @4524Janice It's important to remember they are weapons of war and that is why the right to own them is protected. Too many historical examples of gun control and the crimes that occur because of it."", 'GrayMan35519484|1511757138028380162', '2022-06-07T14:41:40.000Z'), ('1533104305825267717', ""It doesn't say for deer hunting.\nDoesn't say for skeet shooting.\nDoesn't say for a safe state.\nDoesn't say for an authoritarian state.\nThe RIGHT of THE PEOPLE to keep &amp; bear arms ensures that THE STATE remains a FREE one.\nDamn right they're weapons of war.\nDon't forget it. https://t.co/HxSaAIay9R"", 'realalphaclass|580089674', '2022-06-04T15:12:04.000Z')]"
ABCADBE,"[('1534183770848473090', '@OnlyOneMondo @Boston_B1 @the1234fallen @AnnaHorford I hope he was being sarcastic', 'tweetsbyflock|1532545484174278671', '2022-06-07T14:41:29.000Z'), ('1534183397026848768', '@Boston_B1 @tweetsbyflock @the1234fallen @AnnaHorford I thank God the news isn’t the judicial system. Y’all treat it like it is though. Everything the news says y’all run with it even though he beat the case. 😂😂😂😂😂\n\nYou fuckers need help!', 'OnlyOneMondo|55123096', '2022-06-07T14:40:00.000Z'), ('1534182211657801728', '@tweetsbyflock @the1234fallen @OnlyOneMondo @AnnaHorford I guess so. Even if he shouldn’t have been there he’s not allowed to defend himself since he wasn’t suppose to be there.', 'Boston_B1|707626897', '2022-06-07T14:35:17.000Z'), ('1534170119655591941', '@the1234fallen @OnlyOneMondo @AnnaHorford Even if he shouldn’t have been there, should he have let them attack him?', 'tweetsbyflock|1532545484174278671', '2022-06-07T13:47:14.000Z'), ('1534169339645116417', '@OnlyOneMondo @AnnaHorford he shouldn’t have even been there. little fuck wanted to play badass', 'the1234fallen|1563955351', '2022-06-07T13:44:08.000Z'), ('1534168841978265600', '@AnnaHorford Stop shaming him for laying down ppl in self defense. \n\nI hope you too protect yourself rightfully in the time of need.', 'OnlyOneMondo|55123096', '2022-06-07T13:42:10.000Z'), ('1534168536263839745', '“The end of my high school career was robbed from me” \n\n…You went out of your way to rob two people of their lives. https://t.co/SaRj4mt93v', 'AnnaHorford|258462053', '2022-06-07T13:40:57.000Z')]"
ABABCADEF,"[('1534183521572511744', ""@RickMuto @zackleycatley @Floydchen39 @QuoteDigging @brianstelter Yeah, I was being sarcastic. What a kind man you must be (sarcasm again in case you didn't get it). Sometimes it's hard for folks with closed minds and nasty attitudes toward others to understand normal discourse. Don't worry, I know you're working under a mental handicap."", 'JDJacket|21692494', '2022-06-07T14:40:29.000Z'), ('1534182246906834948', '@JDJacket @zackleycatley @Floydchen39 @QuoteDigging @brianstelter Not a play on words. \nNot clever.\nNot even new. \nIt’s a definition.\nAnd it is YOU!', 'RickMuto|252878040', '2022-06-07T14:35:26.000Z'), ('1534176731959017473', '@RickMuto @zackleycatley @Floydchen39 @QuoteDigging @brianstelter A little play on words?  My, how clever.', 'JDJacket|21692494', '2022-06-07T14:13:31.000Z'), ('1534174450681249792', '@zackleycatley @JDJacket @Floydchen39 @QuoteDigging @brianstelter Typical MAGAt.', 'RickMuto|252878040', '2022-06-07T14:04:27.000Z'), ('1534173654635929607', '@JDJacket @Floydchen39 @QuoteDigging @brianstelter 😂😂😂😂‼️😂‼️', 'zackleycatley|1350806250267828226', '2022-06-07T14:01:17.000Z'), ('1534167499222265856', ""@Floydchen39 @QuoteDigging @brianstelter If what you say is true, then dangerous, lying Fox news, News Max, One America, &amp; others would not exist. They aren't simply providing a conservative viewpoint, they provide a fascist agenda of negative fantasy content that includes suppression of reality &amp; straight up lies."", 'JDJacket|21692494', '2022-06-07T13:36:49.000Z'), ('1533981018985832449', ""@QuoteDigging @brianstelter Yes, only one voice must be heard. It's the American way, right?"", 'Floydchen39|1517105192881336321', '2022-06-07T01:15:49.000Z'), ('1533968194037112832', '@brianstelter The time has come to allow us to remove payment for Fox from cable packages.\n--Don Winslow', 'QuoteDigging|1300982078318624769', '2022-06-07T00:24:51.000Z'), ('1533960480666095617', 'Fox News makes it official: It will NOT show Thursday\'s 1/6 hearing like all the other major networks. Tucker Carlson\'s show will air as usual. Carlson promotes conspiracy theories about the riot, calls the committee ""illegitimate,"" and ridicules the committee members.', 'brianstelter|14515799', '2022-06-06T23:54:12.000Z')]"
ABC,"[('1534183512835870721', ""@domineeektwitch @mollymaecosplay No, she's being sarcastic 😊"", 'Sophi_Darling|1325801814248353792', '2022-06-07T14:40:27.000Z'), ('1534183077081128960', '@mollymaecosplay Confused.. is she being serious?', 'domineeektwitch|1380275360064016385', '2022-06-07T14:38:43.000Z'), ('1534181679799144448', 'disgusting behaviour https://t.co/DwYzgzPEa0', 'mollymaecosplay|89984836', '2022-06-07T14:33:10.000Z')]"
AB,"[('1534183385115107329', '@KEdge23 am assuming you are being soooo sarcastic and laughing manically as you type....', 'ReproNinja|905704016', '2022-06-07T14:39:57.000Z'), ('1534108728621924352', 'Brilliantly said Lee Anderson. Says what so many are thinking. It is a witch hunt against Boris. \n\nPeople want the government to get on with the job and carry on delivering on their priorities. The media just want to keep talking about the same nonsense.\n\n https://t.co/iNd6wt5oAc', 'KEdge23|62576309', '2022-06-07T09:43:17.000Z')]"
ABAB,"[('1534182604416614400', '@CryptoSavy1 Yea i know i was being sarcastic 😁 there are so many holes in it people dont even see. But the idea of digitalising it is actually good', 'cryptocatqueen|1461676909339856901', '2022-06-07T14:36:51.000Z'), ('1534182045450215425', '@cryptocatqueen copyright works much better than NFT scams', 'CryptoSavy1|3428149301', '2022-06-07T14:34:38.000Z'), ('1534181426228301826', '@CryptoSavy1 Copyright law is crap! People are stupid that have so many laws around them and its still not perfect. Crypto people know better!!!!! You are just a hater 😆😆😆 \nFun fact. You only get access to a link with every NFT nothing more. So its literally crap', 'cryptocatqueen|1461676909339856901', '2022-06-07T14:32:10.000Z'), ('1534179306578100225', ""NTF's are NOT copyrights, so people are paying for shit that anyone can have and use, take that to court....good luck"", 'CryptoSavy1|3428149301', '2022-06-07T14:23:45.000Z')]"
,[]
ABABCADE,"[('1534180527279841280', '@40_Ronda @teganpharkness @YohImJosh @ThisIsKyleR i was being sarcastic I hope you were', 'that_HEV|1361482495892598784', '2022-06-07T14:28:36.000Z'), ('1534179908934684673', '@pan_skrzetuski @teganpharkness @YohImJosh @ThisIsKyleR I know …', '40_Ronda|790681628179857408', '2022-06-07T14:26:08.000Z'), ('1534173997419700230', '@40_Ronda @teganpharkness @YohImJosh @ThisIsKyleR The horror!', 'that_HEV|1361482495892598784', '2022-06-07T14:02:39.000Z'), ('1534173339694026759', '@teganpharkness @pan_skrzetuski @YohImJosh @ThisIsKyleR So he can do what … kill people in foreign nations?!', '40_Ronda|790681628179857408', '2022-06-07T14:00:02.000Z'), ('1534043440434102274', ""@pan_skrzetuski @YohImJosh @ThisIsKyleR I enlisted at 17. It's called the split option. If his mother can drive him across state lines to kill people, she can sign him up for the Army."", 'teganpharkness|377772877', '2022-06-07T05:23:52.000Z'), ('1534030171405266944', '@YohImJosh @ThisIsKyleR Isn’t he 17?', 'that_HEV|1361482495892598784', '2022-06-07T04:31:08.000Z'), ('1533944407975530496', '@ThisIsKyleR Join the military if you’re such a badass.', 'YohImJosh|76133592', '2022-06-06T22:50:20.000Z'), ('1533930686121484295', 'Come and take ‘em, Joe. https://t.co/MyNmqh7LeP', 'ThisIsKyleR|1467931973616386052', '2022-06-06T21:55:49.000Z')]"
AABB,"[('1534180454085140481', ""@RobbieAKForty7 Unless they're being sarcastic, but I'm wildly confused because they have some funnies characters there"", 'Grohlism93|765585829221769216', '2022-06-07T14:28:18.000Z'), ('1534180058558083076', ""@RobbieAKForty7 Can't get over how Trainer, one of the cheesiest characters in the game, somehow made it on here"", 'Grohlism93|765585829221769216', '2022-06-07T14:26:44.000Z'), ('1534154332853227520', 'man said meta knight, diddy and rob 😭', 'RobbieAKForty7|1110526896943652867', '2022-06-07T12:44:30.000Z'), ('1534154052153622528', 'ratio https://t.co/b1Yb9TZrRZ', 'RobbieAKForty7|1110526896943652867', '2022-06-07T12:43:23.000Z')]"
ABC,"[('1534179331924426752', '@hailhydra_01 @athreyaa i felt he was being sarcastic.  Airtel and prompt service never go hand in hand.', 'srividyaviswan1|1156978232219930624', '2022-06-07T14:23:51.000Z'), ('1534132288459419648', '@athreyaa This is the first time anyone has posted anything like this', 'hailhydra_01|1231752852927741952', '2022-06-07T11:16:55.000Z'), ('1534075982323142656', 'I must say I am impressed with @airtelindia ‘s service. Had an issue with broadband connectivity. Resolved right away and got a call back to confirm as well. Well done folks.', 'athreyaa|107619096', '2022-06-07T07:33:10.000Z')]"
